filename	scene_label
audio/airport-paris-9-373-a.wav	indoor
audio/shopping_mall-prague-1009-43429-a.wav	indoor
audio/metro_station-lyon-1077-42763-a.wav	indoor
audio/metro_station-lyon-1028-41033-a.wav	indoor
audio/airport-vienna-14-574-a.wav	indoor
audio/metro_station-lyon-1077-40115-a.wav	indoor
audio/airport-prague-1034-42667-a.wav	indoor
audio/shopping_mall-lisbon-1125-40484-a.wav	indoor
audio/shopping_mall-helsinki-129-3874-a.wav	indoor
audio/shopping_mall-stockholm-135-4085-a.wav	indoor
audio/metro_station-barcelona-63-1901-a.wav	indoor
audio/metro_station-helsinki-64-1938-a.wav	indoor
audio/metro_station-vienna-87-2385-a.wav	indoor
audio/metro_station-prague-1019-43761-a.wav	indoor
audio/shopping_mall-vienna-138-4183-a.wav	indoor
audio/shopping_mall-helsinki-129-3871-a.wav	indoor
audio/metro_station-lisbon-1007-42613-a.wav	indoor
audio/airport-paris-7-309-a.wav	indoor
audio/airport-stockholm-12-496-a.wav	indoor
audio/metro_station-london-68-2016-a.wav	indoor
audio/shopping_mall-paris-134-4055-a.wav	indoor
audio/airport-lyon-1095-42121-a.wav	indoor
audio/shopping_mall-stockholm-135-4096-a.wav	indoor
audio/shopping_mall-stockholm-135-4098-a.wav	indoor
audio/shopping_mall-lyon-1066-42583-a.wav	indoor
audio/metro_station-barcelona-61-1839-a.wav	indoor
audio/airport-lisbon-1114-42529-a.wav	indoor
audio/shopping_mall-paris-132-3971-a.wav	indoor
audio/shopping_mall-vienna-138-4207-a.wav	indoor
audio/airport-lyon-1041-43521-a.wav	indoor
audio/airport-lisbon-1000-40000-a.wav	indoor
audio/airport-lyon-1101-40999-a.wav	indoor
audio/metro_station-lisbon-1007-42264-a.wav	indoor
audio/metro_station-vienna-86-2340-a.wav	indoor
audio/metro_station-paris-78-2139-a.wav	indoor
audio/shopping_mall-vienna-138-4188-a.wav	indoor
audio/shopping_mall-lisbon-1125-42203-a.wav	indoor
audio/metro_station-london-74-2079-a.wav	indoor
audio/metro_station-prague-1019-41469-a.wav	indoor
audio/airport-barcelona-1-59-a.wav	indoor
audio/metro_station-helsinki-67-2009-a.wav	indoor
audio/metro_station-prague-1019-42245-a.wav	indoor
audio/airport-london-6-277-a.wav	indoor
audio/airport-london-6-292-a.wav	indoor
audio/airport-lyon-1101-41913-a.wav	indoor
audio/airport-london-5-246-a.wav	indoor
audio/airport-lisbon-1114-41743-a.wav	indoor
audio/airport-prague-1015-43515-a.wav	indoor
audio/shopping_mall-lyon-1066-42758-a.wav	indoor
audio/shopping_mall-vienna-139-4227-a.wav	indoor
audio/metro_station-helsinki-65-1949-a.wav	indoor
audio/airport-lisbon-1000-42274-a.wav	indoor
audio/airport-lyon-1101-40999-a.wav	indoor
audio/airport-helsinki-3-136-a.wav	indoor
audio/shopping_mall-lisbon-1125-42485-a.wav	indoor
audio/metro_station-helsinki-67-1987-a.wav	indoor
audio/metro_station-vienna-86-2321-a.wav	indoor
audio/shopping_mall-paris-134-4050-a.wav	indoor
audio/airport-london-6-257-a.wav	indoor
audio/airport-lyon-1095-42753-a.wav	indoor
audio/shopping_mall-barcelona-126-3759-a.wav	indoor
audio/shopping_mall-barcelona-126-3767-a.wav	indoor
audio/airport-lyon-1095-41953-a.wav	indoor
audio/airport-vienna-14-585-a.wav	indoor
audio/metro_station-helsinki-67-1990-a.wav	indoor
audio/airport-paris-7-329-a.wav	indoor
audio/metro_station-paris-79-2144-a.wav	indoor
audio/metro_station-lyon-1077-42499-a.wav	indoor
audio/airport-lyon-1095-40743-a.wav	indoor
audio/shopping_mall-prague-1053-41304-a.wav	indoor
audio/shopping_mall-lyon-1043-42036-a.wav	indoor
audio/metro_station-barcelona-62-1858-a.wav	indoor
audio/shopping_mall-london-131-3922-a.wav	indoor
audio/metro_station-london-74-2090-a.wav	indoor
audio/metro_station-barcelona-63-1897-a.wav	indoor
audio/airport-paris-7-341-a.wav	indoor
audio/airport-lisbon-1000-43679-a.wav	indoor
audio/shopping_mall-paris-133-4003-a.wav	indoor
audio/shopping_mall-lisbon-1002-40986-a.wav	indoor
audio/metro_station-lyon-1028-41280-a.wav	indoor
audio/shopping_mall-lisbon-1125-42074-a.wav	indoor
audio/airport-vienna-14-592-a.wav	indoor
audio/airport-lisbon-1114-40861-a.wav	indoor
audio/shopping_mall-paris-133-4006-a.wav	indoor
audio/shopping_mall-vienna-138-4209-a.wav	indoor
audio/metro_station-helsinki-66-1974-a.wav	indoor
audio/metro_station-stockholm-84-2278-a.wav	indoor
audio/shopping_mall-helsinki-130-3893-a.wav	indoor
audio/shopping_mall-barcelona-125-3730-a.wav	indoor
audio/metro_station-barcelona-61-1839-a.wav	indoor
audio/metro_station-prague-1118-42789-a.wav	indoor
audio/metro_station-prague-1118-41358-a.wav	indoor
audio/shopping_mall-helsinki-128-3833-a.wav	indoor
audio/airport-stockholm-10-445-a.wav	indoor
audio/shopping_mall-lisbon-1002-43354-a.wav	indoor
audio/shopping_mall-vienna-140-4276-a.wav	indoor
audio/metro_station-helsinki-65-1949-a.wav	indoor
audio/shopping_mall-lyon-1066-41099-a.wav	indoor
audio/shopping_mall-barcelona-127-3792-a.wav	indoor
audio/airport-prague-1023-41343-a.wav	indoor
audio/metro_station-vienna-87-2388-a.wav	indoor
audio/airport-london-6-268-a.wav	indoor
audio/airport-stockholm-12-484-a.wav	indoor
audio/metro_station-lyon-1010-43972-a.wav	indoor
audio/airport-lisbon-1114-41138-a.wav	indoor
audio/shopping_mall-stockholm-135-4096-a.wav	indoor
audio/shopping_mall-paris-133-4010-a.wav	indoor
audio/shopping_mall-helsinki-129-3870-a.wav	indoor
audio/airport-london-5-235-a.wav	indoor
audio/metro_station-barcelona-62-1867-a.wav	indoor
audio/airport-prague-1034-40262-a.wav	indoor
audio/metro_station-barcelona-62-1854-a.wav	indoor
audio/airport-lisbon-1114-42155-a.wav	indoor
audio/metro_station-prague-1019-43831-a.wav	indoor
audio/shopping_mall-stockholm-136-4130-a.wav	indoor
audio/airport-helsinki-3-150-a.wav	indoor
audio/shopping_mall-prague-1031-41364-a.wav	indoor
audio/airport-prague-1034-41420-a.wav	indoor
audio/metro_station-lisbon-1007-40250-a.wav	indoor
audio/metro_station-barcelona-63-1899-a.wav	indoor
audio/shopping_mall-barcelona-125-3722-a.wav	indoor
audio/metro_station-helsinki-65-1955-a.wav	indoor
audio/shopping_mall-stockholm-135-4103-a.wav	indoor
audio/airport-barcelona-1-61-a.wav	indoor
audio/shopping_mall-stockholm-136-4108-a.wav	indoor
audio/airport-paris-9-390-a.wav	indoor
audio/metro_station-lisbon-1020-42713-a.wav	indoor
audio/shopping_mall-helsinki-129-3843-a.wav	indoor
audio/metro_station-prague-1019-42260-a.wav	indoor
audio/metro_station-vienna-88-2412-a.wav	indoor
audio/metro_station-vienna-88-2404-a.wav	indoor
audio/shopping_mall-vienna-138-4178-a.wav	indoor
audio/shopping_mall-stockholm-135-4094-a.wav	indoor
audio/shopping_mall-lisbon-1125-43904-a.wav	indoor
audio/airport-barcelona-0-1-a.wav	indoor
audio/airport-paris-9-373-a.wav	indoor
audio/shopping_mall-vienna-139-4239-a.wav	indoor
audio/airport-london-6-270-a.wav	indoor
audio/shopping_mall-lisbon-1002-40707-a.wav	indoor
audio/shopping_mall-helsinki-129-3853-a.wav	indoor
audio/metro_station-stockholm-84-2259-a.wav	indoor
audio/airport-paris-9-383-a.wav	indoor
audio/shopping_mall-lisbon-1137-43560-a.wav	indoor
audio/metro_station-lyon-1028-43658-a.wav	indoor
audio/shopping_mall-lyon-1066-43681-a.wav	indoor
audio/metro_station-stockholm-85-2303-a.wav	indoor
audio/airport-lisbon-1114-42954-a.wav	indoor
audio/airport-stockholm-12-502-a.wav	indoor
audio/shopping_mall-lyon-1066-42953-a.wav	indoor
audio/metro_station-lisbon-1007-42527-a.wav	indoor
audio/airport-helsinki-4-172-a.wav	indoor
audio/metro_station-helsinki-64-1939-a.wav	indoor
audio/metro_station-vienna-88-2402-a.wav	indoor
audio/metro_station-paris-78-2137-a.wav	indoor
audio/airport-prague-1069-42168-a.wav	indoor
audio/metro_station-paris-81-2194-a.wav	indoor
audio/metro_station-vienna-86-2346-a.wav	indoor
audio/metro_station-paris-82-2212-a.wav	indoor
audio/airport-prague-1034-41420-a.wav	indoor
audio/airport-barcelona-2-100-a.wav	indoor
audio/airport-prague-1015-41955-a.wav	indoor
audio/shopping_mall-stockholm-135-4096-a.wav	indoor
audio/metro_station-prague-1019-42260-a.wav	indoor
audio/shopping_mall-prague-1031-41247-a.wav	indoor
audio/shopping_mall-prague-1053-40741-a.wav	indoor
audio/airport-paris-9-406-a.wav	indoor
audio/shopping_mall-barcelona-127-3800-a.wav	indoor
audio/shopping_mall-lyon-1066-42164-a.wav	indoor
audio/metro_station-prague-1019-42226-a.wav	indoor
audio/shopping_mall-lyon-1043-40855-a.wav	indoor
audio/shopping_mall-lisbon-1137-41967-a.wav	indoor
audio/shopping_mall-paris-133-4017-a.wav	indoor
audio/metro_station-lisbon-1007-42073-a.wav	indoor
audio/shopping_mall-vienna-138-4176-a.wav	indoor
audio/metro_station-vienna-87-2385-a.wav	indoor
audio/shopping_mall-stockholm-137-4145-a.wav	indoor
audio/metro_station-london-69-2032-a.wav	indoor
audio/metro_station-london-76-2117-a.wav	indoor
audio/airport-prague-1015-43886-a.wav	indoor
audio/airport-barcelona-1-64-a.wav	indoor
audio/metro_station-barcelona-62-1854-a.wav	indoor
audio/airport-london-6-276-a.wav	indoor
audio/airport-vienna-14-585-a.wav	indoor
audio/shopping_mall-helsinki-129-3874-a.wav	indoor
audio/shopping_mall-stockholm-136-4124-a.wav	indoor
audio/shopping_mall-paris-132-3982-a.wav	indoor
audio/shopping_mall-helsinki-130-3893-a.wav	indoor
audio/airport-vienna-14-576-a.wav	indoor
audio/metro_station-london-74-2085-a.wav	indoor
audio/metro_station-lisbon-1007-40235-a.wav	indoor
audio/metro_station-barcelona-61-1841-a.wav	indoor
audio/airport-stockholm-12-510-a.wav	indoor
audio/metro_station-vienna-86-2337-a.wav	indoor
audio/shopping_mall-barcelona-127-3773-a.wav	indoor
audio/airport-paris-9-413-a.wav	indoor
audio/shopping_mall-barcelona-127-3784-a.wav	indoor
audio/airport-helsinki-4-205-a.wav	indoor
audio/shopping_mall-paris-132-3988-a.wav	indoor
audio/airport-prague-1023-41343-a.wav	indoor
audio/airport-lyon-1041-41945-a.wav	indoor
audio/shopping_mall-lyon-1066-42085-a.wav	indoor
audio/airport-barcelona-2-109-a.wav	indoor
audio/shopping_mall-paris-133-4010-a.wav	indoor
audio/airport-barcelona-1-22-a.wav	indoor
audio/airport-lisbon-1000-44083-a.wav	indoor
audio/shopping_mall-lisbon-1125-44006-a.wav	indoor
audio/shopping_mall-barcelona-125-3726-a.wav	indoor
audio/airport-prague-1015-41015-a.wav	indoor
audio/airport-helsinki-3-140-a.wav	indoor
audio/shopping_mall-barcelona-127-3791-a.wav	indoor
audio/airport-barcelona-1-47-a.wav	indoor
audio/shopping_mall-lyon-1043-40337-a.wav	indoor
audio/metro_station-paris-82-2212-a.wav	indoor
audio/metro_station-vienna-86-2328-a.wav	indoor
audio/shopping_mall-stockholm-135-4068-a.wav	indoor
audio/metro_station-stockholm-85-2310-a.wav	indoor
audio/shopping_mall-lyon-1043-40877-a.wav	indoor
audio/metro_station-prague-1118-42862-a.wav	indoor
audio/metro_station-vienna-86-2344-a.wav	indoor
audio/metro_station-stockholm-83-2246-a.wav	indoor
audio/metro_station-stockholm-83-2223-a.wav	indoor
audio/metro_station-london-75-2097-a.wav	indoor
audio/metro_station-lisbon-1020-40224-a.wav	indoor
audio/shopping_mall-prague-1009-40421-a.wav	indoor
audio/airport-paris-8-362-a.wav	indoor
audio/shopping_mall-vienna-140-4269-a.wav	indoor
audio/shopping_mall-lyon-1066-42185-a.wav	indoor
audio/metro_station-vienna-87-2383-a.wav	indoor
audio/metro_station-lyon-1028-43919-a.wav	indoor
audio/airport-paris-7-336-a.wav	indoor
audio/shopping_mall-lyon-1066-41338-a.wav	indoor
audio/metro_station-prague-1019-40719-a.wav	indoor
audio/metro_station-prague-1118-40229-a.wav	indoor
audio/airport-prague-1034-43482-a.wav	indoor
audio/shopping_mall-prague-1031-40669-a.wav	indoor
audio/airport-lisbon-1000-43679-a.wav	indoor
audio/shopping_mall-stockholm-137-4170-a.wav	indoor
audio/metro_station-lyon-1028-43919-a.wav	indoor
audio/metro_station-barcelona-61-1825-a.wav	indoor
audio/airport-lisbon-1114-42529-a.wav	indoor
audio/metro_station-prague-1019-41213-a.wav	indoor
audio/airport-barcelona-1-48-a.wav	indoor
audio/metro_station-barcelona-63-1889-a.wav	indoor
audio/airport-vienna-13-542-a.wav	indoor
audio/metro_station-lisbon-1007-43828-a.wav	indoor
audio/metro_station-london-70-2038-a.wav	indoor
audio/metro_station-london-70-2048-a.wav	indoor
audio/shopping_mall-prague-1031-40945-a.wav	indoor
audio/airport-vienna-14-585-a.wav	indoor
